cell_id	cell	response	n	mean	ci90_low	ci90_high	sd	precision_margin	more_seeds_flag
p01-s02-c0022	c0022	D0	12	100.0	100.0	100.0	0.0	5.0	False
p01-s02-c0022	c0022	D1	12	28.86724711935246	27.67249937102642	30.0619948676785	2.30456183022133	1.443362355967623	False
p01-s02-c0022	c0022	D2	12	19.758317900366702	18.785325795772835	20.73131000496057	1.8768149749563972	0.9879158950183351	False
p01-s02-c0022	c0022	evenness	12	0.7295850245319149	0.7207727825817705	0.7383972664820593	0.01699802863443933	0.02	False
p01-s02-c0022	c0022	TV	12	0.17038452358333334	0.16124788811055044	0.17952115905611624	0.017623754802403392	0.05	False
p01-s02-c0022	c0022	shannon	12	3.359863203117765	3.3192813292172465	3.4004450770182837	0.07827881468789184		False
p01-s02-c0022	c0022	simpson	12	0.9489526531510754	0.9463479971116942	0.9515573091904566	0.005024149154182215		False
p01-s02-c0023	c0023	D0	12	136.16666666666666	133.6188976788782	138.71443565445512	4.9144191062133835	6.808333333333334	False
p01-s02-c0023	c0023	D1	12	28.845241399781212	28.007957025353033	29.68252577420939	1.6150468691415811	1.4422620699890607	False
p01-s02-c0023	c0023	D2	12	19.704281148646874	18.91365706530799	20.494905231985758	1.525043329915773	0.9852140574323438	False
p01-s02-c0023	c0023	evenness	12	0.6840177410276573	0.6773528274804894	0.6906826545748252	0.012856023695419227	0.02	False
p01-s02-c0023	c0023	TV	12	0.17416473008333333	0.16244750977920672	0.18588195038745994	0.022601472743529784	0.05	False
p01-s02-c0023	c0023	shannon	12	3.36054983217025	3.3321478782733878	3.388951786067112	0.05478483549864176		False
p01-s02-c0023	c0023	simpson	12	0.9489779268037629	0.946984634781957	0.9509712188255688	0.003844882500406297		False
p01-s02-c0024	c0024	D0	12	100.0	100.0	100.0	0.0	5.0	False
p01-s02-c0024	c0024	D1	12	34.198337535529426	34.0624025175749	34.33427255348395	0.26220652368449354	1.7099168767764714	False
p01-s02-c0024	c0024	D2	12	22.17396352004454	22.052347906389702	22.29557913369938	0.23458567013880052	1.1086981760022272	False
p01-s02-c0024	c0024	evenness	12	0.7669966513292813	0.7661340499850917	0.7678592526734709	0.0016638810454359704	0.02	False
p01-s02-c0024	c0024	TV	12	0.019534982916666672	0.01859398893798129	0.020475976895352056	0.001815093444440332	0.05	False
p01-s02-c0024	c0024	shannon	12	3.5321501114543103	3.528177685461655	3.536122537446966	0.007662455383472461		False
p01-s02-c0024	c0024	simpson	12	0.9548974324325702	0.9546498466830963	0.9551450181820441	0.0004775708250915927		False
p01-s02-c0025	c0025	D0	12	100.0	100.0	100.0	0.0	5.0	False
p01-s02-c0025	c0025	D1	12	33.89368550552655	33.614000007304156	34.17337100374894	0.539488377000785	1.6946842752763276	False
p01-s02-c0025	c0025	D2	12	22.027618680952802	21.803013437956537	22.252223923949067	0.4332434780496664	1.1013809340476401	False
p01-s02-c0025	c0025	evenness	12	0.7650343649011494	0.7632521761276314	0.7668165536746674	0.003437683165716758	0.02	False
p01-s02-c0025	c0025	TV	12	0.03677873991666667	0.03459833992305589	0.038959139910277454	0.004205797087235005	0.05	False
p01-s02-c0025	c0025	shannon	12	3.5231134484991085	3.514906165893501	3.531320731104716	0.01583111602363201		False
p01-s02-c0025	c0025	simpson	12	0.9545865115472686	0.954128198920679	0.9550448241738582	0.0008840441733635027		False
p01-s02-c0026	c0026	D0	12	100.0	100.0	100.0	0.0	5.0	False
p01-s02-c0026	c0026	D1	12	23.48670340488938	22.50674780361222	24.466659006166537	1.8902469388865786	1.174335170244469	False
p01-s02-c0026	c0026	D2	12	16.79556224957291	15.752162066113483	17.83896243303234	2.0126258784045303	0.8397781124786455	True
p01-s02-c0026	c0026	evenness	12	0.6847475761112327	0.6754894099183365	0.6940057423041289	0.017858176720473507	0.02	False
p01-s02-c0026	c0026	TV	12	0.2965702890833333	0.2789935747913634	0.31414700337530327	0.03390391395567262	0.05	False
p01-s02-c0026	c0026	shannon	12	3.1533791224350605	3.110743691506612	3.196014553363509	0.08223994300923122		False
p01-s02-c0026	c0026	simpson	12	0.9396584173353101	0.9358504940115808	0.9434663406590393	0.007345144409413154		False
